id,Tweet_english,Cos_Sim
1040,afghanistan amid evacuation us marines picture caring for afghan baby goes viral see ,1
1041,republicwithafghans  oic discusses ongoing afghanistan crisis amid taliban takeover urges world to aid afghans ,1
1042,watch   indians evacuated from kabul chant bharat mata ki jai on board ,1
1043,afghanistan at least  dead at kabul airport while trying to flee amid taliban takeover ,1
1044,breaking  heavy fighting underway between taliban and ahmad massouds resistance army in afghanistans andarab di ,1
1045,republicwithafghans  iaf evacuates infant without passport from kabul to india babys video goes viral ,1
1046,union min scindia backs indias commitment to safely evacuate indians from afghanistan ,1
1047,afghan airspace closure air india forced to shed passengers luggage at delhi airport ,1
1048,taliban frees dozens of terrorists in faryab after releasing  prisoners last week ,1
1049,republicwithafghans  taliban burnt down my house says afghan woman among  evacuees rescued by iaf ,1
1050,taliban takeover human rights experts express concern over women in afghanistan ,1
1051,do or die afghan commander in andarab rallies forces to fight back against taliban ,1
1052,republicwithafghans   taliban terrorists killed in an offensive as fighting is underway between the terrorists ,1
1053,hardeep singh puri says caa necessary cites hard times faced by hindus sikhs in kabul ,1
1054,mr president please evacuate us us woman stranded in kabul pleads for bidens help ,1
1055,taliban ideology has neither reformed nor changed would be naive to believe them cpfa ,1
1056,warlike situation arising in afghanistan as taliban sends battalion to recapture baghlan ,1
1057,taliban uses us equipment to stare back at america terrorists spotted sitting atop humvees outside kabul airport ,1
1058,trump slams joe biden for afghanistan crisis says would never happen if i was president ,1
1059,republicwithafghans  afghanistan cricket board reappoints azizullah fazli as chairman amid taliban takeover ,1
1060,russian diplomat reveals taliban seeking help to mediate with northern alliance ,1
1061,taliban take  children hostage from kashnabad baghlan northern alliance ready to fight ,1
1062,breaking  taliban gives northern alliance hour ultimatum to surrender resistance forces led by ahmad massoud t ,1
1063,"republicwithafghans  raksha bandhan women in west bengals dum dum tie rakhi to afghan nationals

",1
1064,republicwithafghans  punjab cm expresses happiness as iaf safely evacuates  indians from afghanistans kabul ,1
1065,republicwithafghans  afghanistan crisis us claims to have evacuated  people from kabul last week ,1
1066,taliban blames us for kabul airport chaos says rest of afghanistan is in peace and calm ,1
1067,taliban makes advances to panjshir as a faceoff with ahmad massouds northern alliance is likely tunein here to w ,1
1068,taliban takes  afghan children hostage from kashnabad baghlan as a warlike situation develops in afghanistan t ,1
1069,pakistan international airlines temporarily halts flights to and from afghanistan reports ,1
1070,taliban moves fast to secure position after siege sets up committee on media relations ,1
1071,after ghanis brother exnangarhar guv shafiq gul agha sherzai pledges support to taliban ,1
1072,meas afghan cell receives  calls amp queries in  days coordinates repatriation ,1
1073,afghanistan crisis eu chief ursula von der leyen appeals to members to accept refugees ,1
1074,dangerous unnecessary exuk pm tony blair on britains abandonment of afghanistan ,1
1075,kamala harris asia visit carries new urgency as us restates commitment amid afghan crisis ,1
1076,afghan mp narendar khalsa evacuated by india from kabul breaks down have lost  years ,1
1077,us advises citizens against travel to kabul airport due to potential security threats ,1
1078,london thousands of demonstrators take to streets to protest against taliban regime ,1
1079,afghanistan iaf continues evacuation shares mea flight with  onboard reaches delhi ,1
1080,is threat amid taliban crisis complicates usas evacuation efforts in afghanistan ,1
1081,top  headlines kalyan singh passes away  indians evacuated from afghanistan amp more ,1
1082,former us secy mike pompeo slams president joe biden over afghanistan crisis ,1
1083,"afghanistan crisis live updates india evacuates afghan mps from kabul talks continue

",1
1084,afghanistan nearly  indians evacuated from kabul reach delhi after taliban siege ,1
1085,taliban meets afghanistan captain hashmatullah shahid says we fully support cricket ,1
1086,republicwithafghans  republic has picked a side a side with the people of afghanistan a side that the western m ,1
1087,republicwithafghans  republic has led the coverage in afghanistan exposed the taliban and arnab has stood with t ,1
1088,live on republicwithafghans  indian air forces c aircraft that took off from kabul lands at hindon iaf base ,1
1089,live on  republicwithafghans  indian air forces c aircraft that took off from kabul lands at hindon iaf bas ,1
1090,republicwithafghans  the trolls who have been celebrating the taliban take over are now launching motivated campa ,1
1091,republicwithafghans  the trolls working at the beck and call of those who want talks with the taliban it will ne ,1
1092,"republicwithafghans  afghanistan crisis live updates over  indians evacuated from kabul trump slams biden

",1
1093,republicwithafghans  after making a case for the taliban and rejoicing at the terrorist takeover some it cells a ,1
1094,republicwithafghans  to the trolls rejoicing over a typo republic is live and rolling from afghanistan republic ,1
1095,republicwithafghans  watch afghanistan mps evacuated from kabul in air india flight thank iaf amp pm modi ,1
1096,republicwithafghans  republic joins hands with journalists amp citizens across afghanistan on tv amp digital throug ,1
1097,"republicwithafghans  republic stands with afghan people hear arnab goswamis appeal to expose taliban horrors

",1
1098,donald trump slams biden over us hasty afghan withdrawal you had to just follow a plan ,1
1099,afghan crisis air india flight with  indians lands in delhi afghan mps also evacuated ,1
1100,"afghanistan crisis live updates  indians evacuated via tajikistan trumps slams biden

",1
1101,"republicwithafghans  imran khans pakistan govt aiding taliban all along kabul news tv dg speaks to republic
",1
1102,"republicwithafghans  eu says no recognition of taliban no political talks post takeover of afghanistan

",1
1103,"republicwithafghans  taliban bans release of music employment of females at local radio stations in ghazni
",1
1104,"republicwithafghans  itbp constables file plea for deployment in afghanistan leave delhi high court amazed
",1
1105,aimims owaisi attacks pm modi asks him to focus on kanpur and not afghanistans kabul ,1
1106,"republicwithafghans  afghan diaspora hits the streets with rigorous protests against taliban amp pakistan 
",1
1107,"republicwithafghans  hundreds of afghan evacuees arrive at ramstein air base

",1
1108,"republicwithafghans  angelina jolie joins instagram shares heartbreaking letter from afghan girl in first post
",1
1109,"republicwithafghans  hcnr leaders meet afghan politicians and leaders discuss situation safety of citizens
",1
1110,"republicwithafghans  putin kazakh president meet in moscow russialed csto to discuss afghan crisis on aug 

",1
1111,"republicwithafghans  eam jaishankar discusses evacuation strategy with german foreign minister heiko maas

",1
1112,"republicwithafghans  us plane sets new record after evacuating  afghan refugees in a single flight

",1
1113,republicwithafghans  afghan diaspora hits the streets with rigorous protests against taliban amp pakistan ,1
1114,"republicwithafghans  india to expand evacuation as security forces allow country to operate two flights daily
",1
1115,afghan diaspora hits the streets with rigorous protests against taliban amp pakistan ,1
1116,"republicwithafghans  afghanistan activist gaisu yari escapes expresses concern over taliban takeover
",1
1117,"republicwithafghans  singer aryana sayeed successfully escapes taliban ruled afghanistan heads to istanbul
",1
1118,"republicwithafghans  afghanistan undp raises alarm over talibans antihumanitarian approach calls for peace
",1
1119,pakistan students sing salam taliban hail terrorist groups violence in afghanistan ,1
1120,"republicwithafghans  exafghanistan prez ashraf ghanis brother hashmat pledges allegiance to taliban report

",1
1121,"republicwithafghans  taliban conducting organised searches for journalists kill dw scribes relative
",1
1122,"republicwithafghans  afghanistans only allgirl boarding school burns student records fearing the taliban
",1
1123,india to expand evacuation as security forces allow country to operate two flights daily ,1
1124,"republicwithafghans  taliban harassing journalists at all levels in afghanistan post takeover us
",1
1125,"republicwithafghans  taliban executes regional afghanistan police chief despite promising no retaliation

",1
1126,"republicwithafghans  taliban outlaws coeducation in afghanistans herat province post takeover report

",1
1127,"republicwithafghans  nine taliban terrorists surrender to resistance fighters six of them pakistan nationals
",1
1128,"republicwithafghans  pak bats for peace talks amp backs taliban parallelly to counter indian influence us dia
",1
1129,"republicwithafghans  imran khans pakistan govt aiding taliban all along kabul news tv dg speaks to republic

",1
1130,"republicwithafghans  taliban bans release of music employment of females at local radio stations in ghazni

",1
1131,"republicwithafghans  taliban targeting us collaborators discreetly will execute unless they surrender un

",1
1132,"republicwithafghans  afghanistan crisis sonu sood concerned for indian afghani residents appeals for help

",1
1133,"republicwithafghans  unhcr issues warning over afghanistans humanitarian situation amid taliban takeover

",1
1134,"republicwithafghans  all indians awaiting evacuation in afghanistans kabul safe government sources confirm

",1
1135,"republicwithafghans  afghanistan antitaliban resistance united front rises under lion of panjshirs son
",1
1136,"republicwithafghans  eu says no recognition of taliban no political talks post takeover of afghanistan
",1
1137,sbsps op rajbhar asks why did indians move to afghanistan as centre evacuates citizens ,1
1138,afghanistan crisis nations scrambling efforts to evacuate thousands amid taliban rule ,1
1139,two among  evacuees who landed in delhi from afghanistan on monday found covid positive ,1
1140,resistance kills  taliban soldiers amp captures  at afghanistans fuj beno guv perishes ,1
1141,greece wildfires new blazes break out on evia island authorities order evacuation ,1
1142,afghanistan refugees in india stage protest demand refugee cards or resettlement options ,1
1143,taliban now claims amnesty for ashraf ghani amp amrullah saleh says we forgive everyone ,1
1144,afghanistan tajikistan airdrops weapons for ahmad massouds antitaliban army in panjshir ,1
1145,afghanistan crisis scenes from  movie rambo iii go viral after taliban takeover ,1
1146,steve smiths doppelganger in afghanistan carrying toddler sends netizens into frenzy ,1
1147,asaduddin owaisi has one question on centres afghanistan briefing hope aimims invited ,1
1148,us president to virtually meet with g leaders to discuss afghanistan policy on august  ,1
1149,andhra pradesh govt sets up a helpdesk to help citizens stranded in afghanistan ,1
1150, afghan security force member killed  wounded in firing at kabul airport germany ,1
1151,mea to brief political leaders on afghanistan crisis allparty meet likely on august  ,1
1152,taliban claims to have recaptured  baghlan districts sets sight on panjshir ,1
1153,afghan woman gives birth to baby girl on us evacuation flight from kabul ,1
1154,us ropes in commercial airlines for afghan evacuation as isisk threat looms ,1
1155,biden defends us afghan withdrawal says history will record it was logical decision ,1
1156,live  taliban claims reaching panjshir valley latest visuals emerge tune in here to watch updates  ,1
1157,watch turkish soldiers feed amp take care of monthold afghan baby separated from mother ,1
1158,i dont trust anybody joe biden wants taliban to contemplate wellbeing of afghans ,1
1159,afghanistan crisis us clarifies who should come to kabul airport amid evacuation efforts ,1
1160,"afghanistan crisis live updates gunfire at kabul airport taliban lays siege on panjshir

",1
1161,"afghanistan crisis live updates gunfire at kabul airport kills  as evacuation continues

",1
1162,deeply concerned sri lanka asks indias help in evacuating its citizens from afghanistan ,1
1163,united states has completely surrendered to taliban former un envoy nikki haley ,1
1164,live  taliban suffers multiple casualties in andarab as northern alliances resistance movement gains momentum t ,1
1165,"republicwithafghans  civilians join northern alliance to fight taliban  terrorists killed in andarab

",1
1166,breaking   taliban terrorists killed in andarab republic accesses exclusive visuals watch here  ,1
1167,breaking  taliban ambushed in baghlan province of afghanistan over  killed tune in for latest updates here  ,1
1168,oic expresses concern over afghanistan crisis urges for safe evacuation of civilians ,1
1169,indias evacuation efforts from afghanistan continue over  brought back so far ,1
1170,live  northern alliance fighters attack taliban in panjshir valley tune in to watch the visuals coming in  ,1
1171,us congressman slams pakistans isi alleges its key role in talibans afghan takeover ,1
1172,afghan pop star aryana sayeed sends strong message to us president joe biden un   ,1
1173,afghan prez amrullah saleh warns taliban against entering panjshir after andarab clash ,1
1174,joe biden to consider possible sanctions against taliban if evacuation process disturbed ,1
1175,"afghanistan crisis live updates panjshir resists taliban us mulls deadline extension

",1
1176,us mulling to extend afghanistan evacuation mission beyond aug  joe biden ,1
1177,afghanistan us warns of is threat amid taliban takeover activates craf for evacuation ,1
1178,republicwithafghans  hashmat ghani elaborates on ashrafs decision to flee afghanistan after taliban takeover ,1
1179,republicwithafghans  ashraf ghanis brother says he never promised to join taliban stayed to save my tribe ,1
1180,republicwithafghans  ashraf ghanis brother hashmat claims resistance leader ahmad massoud wont fight taliban ,1
1181,republicwithafghans  amid afghanistan crisis afghan envoy farid mamundzay applauds indias support amp sympathy ,1
1182,republicwithafghans  hashmat ghani ahmadzai makes a massive claim says the panjshir movement has agreed to a tru ,1
1183,republicwithafghans  ashraf ghanis brother hashmat ghani ahmadzai speaks to republic in a exclusive interview ,1
1184,republicwithafghans  former afghanistan president ashraf ghanis brother hashmat ghani ahmadzai speaks to republi ,1
1185,republicwithafghans   russia doesnt want afghan militants president putin lashes out at western nations ,1
1186,afghanistan fighting erupts in andarab massouds northern alliance surrounds taliban ,1
1187,afghans rely on kabulbased startup for realtime security alerts amid taliban takeover ,1
1188,afghanistan crisis northern alliance leads fierce antitaliban resistance in panjshir ,1
1189,afghanistan crisis taliban seals kabul airport says wont let any more afghans leave ,1
1190,india anticipated afghanistan govts collapse taliban same as  yrs ago cds bipin rawat ,1
1191,afghanistan france to complete evacuation within  days says extension depends on us ,1
1192,afghan nationals to travel to india only on evisa previously issued visas invalid mha ,1
1193,afghanistan uk spain warn not everyone will be evacuated as us sticks to deadline ,1
1194,g leaders cant sway biden to delay afghanistan withdrawal ,1
1195,live  northern alliance trains to fight taliban in panjshir tune in to watch visuals accessed  ,1
1196,pakistan hands over list of terrorists to taliban seeks action against tpp reports ,1
1197,afghan crisis us secy blinken discusses evacuation strategy with german foreign minister ,1
1198,talibans approach to decide legitimacy of future government in afghanistan joe biden ,1
1199,members of afghan robotics team arrive in mexico ,1
1200,assam cm warns after  arrested for social media posts allegedly supporting taliban ,1
1201,afghanistan abdullah abdullah hamid karzai meet qatar envoy discuss peace efforts ,1
1202,pm modi ensuring safe evacuation of all citizens from afghanistan mos defence ajay bhatt ,1
1203,mike pompeo slams joe bidens august  withdrawal deadline amid afghanistan crisis ,1
1204,two us congressmen make secret trip to afghanistan detail situation on ground ,1
1205,afghanistan chinese ambassador meets senior taliban leader in kabul to discuss ties ,1
1206,world bank freezes monetary aid to talibanrun afghanistan says deeply concerned ,1
1207,afghanistan evacuees to undergo mandatory day quarantine in delhi amid covid fears ,1
1208,afghanistan united states allies evacuate over  people from kabul in  hours ,1
1209,afghanistan eus ursula von der leyen says g committed to resettlement efforts ,1
1210,northern alliance amp resistance leaders in afghanistan prepare to take on taliban watch ,1
1211,g agrees on roadmap for engagement with taliban safe passage out of afghanistan priority ,1
1212,afghanistan crisis povertystricken kabul residents seen selling belongings on streets ,1
1213,taliban need to respect human rights uk sends a strong message at unhrc meet ,1
1214,former pakistan senator lambasts imran khan govt for its malafide afghanistan policies ,1
1215,former maidan shahr mayor zarifa ghafari to raise voice amp fight for women of afghanistan ,1
1216,pakwantstaliban  has taliban ever condemned ttp action or ever disowned them in the last  years sushant saree ,1
1217,talks with resistance group ongoing afghans not allowed to go to kabul airport taliban ,1
1218,pakwantstaliban  has taliban ever condemned ttp action or ever disowned them in the last  years sushant saree ,1
1219,us not changing aug  afghanistan withdrawal deadline biden abides by talibans warning ,1
1220,afghan resistance in panjshir can defend position against taliban exrussian official ,1
1221,dismantlehinduphobia  today the minorities in afghanistan are coming to india how many has pakistan and banglad ,1
1222,eu gave  mn in humanitarian assistance for afghanistan in  commission spokesman ,1
1223,dismantlehinduphobia  all those who attribute terror to religion are wrong taliban is a terror organisation like ,1
1224,dismantlehinduphobia  the timing of this conference is completely wrong with taliban coming to power i think th ,1
1225,dismantlehinduphobia  today the minorities in afghanistan are coming to india how many has pakistan and banglad ,1
1226,dismantlehinduphobia  all those who attribute terror to religion are wrong taliban is a terror organisation like ,1
1227,dismantlehinduphobia  the timing of this conference is completely wrong with taliban coming to power i think th ,1
1228,dismantlehinduphobia  today we see whats happening in countries like afghanistan the reason its not happening ,1
1229,taliban include karzai abdullah in member council to govern wartorn afghanistan ,1
1230,after americas hightech arsenal taliban seizes arms from arbaki militia in nangarhar ,1
1231,afghan evacuee detained in paris over alleged taliban links says french interior minister ,1
1232,for their own benefit talibanjustifies outrageous ban on afghan women leaving homes ,1
1233,in pics chaos and conflict hit wartorn afghanistan as taliban unleashes terror ,1
1234,pakistan admits taliban plot against india pm imrans spokesperson reveals kashmir target ,1
1235,subramanian swamy urges centre to recognise new free afghanistan of massoud amp saleh ,1
1236,desperate taliban capturing farmers sons in fear of northern alliance onground account ,1
1237,afghanistan flag unfurled at opening ceremony of tokyo paralympics as sign of solidarity ,1
1238,breaking  g members participate in meeting over afghanistan crisis tune in to watch here  ,1
1239,northern alliance fights taliban ahmad massoud spotted with resistance forces in andarab ,1
1240,taliban effect afghanistan women journalists delete posts amp profiles from social media ,1
1241,unhrc chief calls for dedicated mechanism amp bold action to monitor crisis in afghanistan    ,1
1242,france to end evacuation prematurely if us withdraws troops from afghanistan on august  ,1
1243,taliban  men will be afraid to support women says activist mursal noorzai hazara activist dr homira rezai  ,1
1244,"a massive protest was held in jalalabad against the taliban invasion  video 

",1
1245,"council may rule afghanistan taliban to reach out to soldiers pilotssenior member reports

afghanistan news l ",1
1246,taliban to impose sharia law will afghan women openly challenge them heres what former afghan minister kamila si ,1
1247,will taliban ease its earlier curbs on women will taliban shackle afghan women listen to what activist mursal noo ,1
1248,"will taliban shackle afghanwomen watch newstoday live with sardesairajdeep

",1
1249,"taliban  afghan women speak their mind on newstoday
",1
1250,taliban flees from some areas as afghans finally stand up for themselves indian muslim law board salutes taliban ,1
1251,women are the most vulnerable and they are the determining factor of what is going to happen in afghanistan ,1
1252,here are the  big headlines at  pm and  top developments of afghanistan apocalypse  newstoday ,1
1253,sharia law in afghanistan will taliban shackle afghan women newstoday with sardesairajdeep  itlivestream  ,1
1254,unmindful of the global outrage and shock taliban leaders have a field day in kabul take a look at this report ,1
1255,afghanistan fallen to the taliban what are indias options former diplomat vishnu prakash ambvprakash and bjp ,1
1256,"us troops fired crowdcontrol shots at kabul airport no casualties pentagon

afghanistan news live updates ",1
1257,afghanistan apocalypse talibans are not disciplined military organised force says prof amitabhmattoo of melbour ,1
1258,the world health organisation said it is concerned about access to critical healthcare facilities in afghanistan  ,1
1259,afghanistan apocalypse can panjshir power resistance movement against the taliban heres what lt gen ,1
1260,panjshir the land of  lions free of taliban control can it power resistance movement watch this report  ,1
1261,afghanistan apocalypse lt gen atahasnain r rules out wait amp watch policy says we should analyse and calibra ,1
1262,fearing the loss of civil rights for women and girls in afghanistan under the taliban the eu members and  oth ,1
1263,afghanistan apocalypse prof sumit ganguly of indiana university shares his views on whether india should do busin ,1
1264,"afghanistan apocalypse what next for india and the taliban watch the discussion live on newstrack
",1
1265,should india engage with the taliban group editorial director publishing rajchengappa says india should engage ,1
1266,afghanistan apocalypse whats the future of indiaafghan relations newstrack ,1
1267,"what next for india and the taliban watch newstrack live with rahulkanwal 

 ",1
1268,taliban takeover can india only wait and watch  newstrack  rahulkanwal  itlivestream afghanistancrisis  ,1
1269,a video showing women apparently being sold on an open street has gone viral with the claim that afghan women are b ,1
1270,women are most apprehensive havent met a woman who is okay with being under their taliban rule of law there w ,1
1271,"afghan women can have rights under sharia law say taliban  

their taliban interpretation of sharia law is ",1
1272,the united arab emirates said ousted afghan president ashrafghani is in the country with his family  uae ,1
1273,government sources said an indian air force aircraft is awaiting permission to land in kabul  iaf afghanistan  ,1
1274,is moderate taliban  a sham  ttp  preetichoudhry  itlivestream ,1
1275,badri  battalion  taliban now have a new elite warrior unit equipped with combat gear and modern weapons he ,1
1276,"taliban  unleashed fear anxiety uncertainty grip afghanistan citizens with the return of barbarians

watch ",1
1277,ngo worker who worked in the education sector in afghanistan says his colleagues are hiding from the taliban si ,1
1278,congress leader randeep singh surjewala compared the situation in meghalaya with what the taliban are doing in ,1
1279,"taliban leaders hold meeting with former afghan president hamidkarzai  afghanistan video 

",1
1280,"its the return of dark age in afghanistan with taliban takeover take a look at this report 

watch pmprime liv ",1
1281,india to chair key second unsc meeting amid security concerns after taliban takeover of afghanistan india todays ,1
1282,taliban holds meeting with exafghan president hamid karzai  itvideo ,1
1283,"abdul ghani baradar akhund talibans cofounder may be the next president of afghanistan  newsmo video 

",1
1284,"former afghanistan president hamidkarzai will hold talks with taliban leaders in doha  video 

",1
1285,taliban takeover india todays gauravcsawant explains the organisational structure of the barbarian group ,1
1286,"fearing afghan refugee influx turkey reinforces border

afghanistan news live updates  ",1
1287,the panjshir province which is located in the northeast part of kabul has never been captured by the taliban ,1
1288,"first images of indian embassy in kabul after india evacuated its staff from there after taliban takeover

watch ",1
1289,"taliban fire upon citizens protesting against taking down of afghanistans national flag in khost

watch ivelive ",1
1290,taliban barbarism and brutality caught on cam taliban insurgents fire upon citizens journalists protesting in afg ,1
1291,taliban are highly ideological outfit and they draw their motivation from religious fervour maj gen gg dwivedi  ,1
1292,"taliban returns 
what will be impact on jammuandkashmir 
ashrafwani tells you more in this report ",1
1293,exclusive satellite images show how india carried out a secret operation to evacuate indians from afghanistan  ,1
1294,"afghanistan citizens fight back after taliban takeover

watch ivelive live now

afghanistan afghanistancrisis ",1
1295,a video with the claim that the taliban has warned india on kashmir after taking control of afghanistan is doing th ,1
1296,with the exit of us troops from afghanistan taliban has now access to modern weapons including guns ammunition an ,1
1297,armed with combat gear and modern weapons taliban now has a new special military unit making it deadlier than befo ,1
1298,armed with combat gear and modern weapons taliban now has a new special military unit making it deadlier than befo ,1
1299,the move comes after around  afghan students of jnu had been pleading for a visa extension  education  ,1
1300,"efforts gather pace to get people out of afghanistan after taliban promises peace 

",1
1301,"india evacuated its embassy staff from afghanistans kabul after taliban takeover 

itvideo afghanistan india ",1
1302,abdul ghani baradar akhund talibans cofounder may be the next president of afghanistan baradar has always been ,1
1303,"the taliban must not let afghanistan become a breeding ground for terrorism again nato said
afghanistan taliban ",1
1304,the pakistan government has released mullah mohammad rasool the leader of a splinter faction of the afghan ,1
1305,afghans living in india fear for their families in afghanistan after taliban takeover heres a report by ,1
1306,any recognition of the new government in afghanistan should happen on an international not unilateral basis br ,1
1307,the itbps k heroes along with troops were airlifted by an indian air force c aircraft from kabul to air for ,1
1308,afghanistan citizens fired upon beaten up while protesting against taliban in jalalabad amrullah saleh says he is ,1
1309,"an afghan refugee said hes lucky to have reached canada but is crying for those left behind
afghanistan ",1
1310,b rajanna  reached afghanistan on august  and is now unable to fly back to india as commercial flight operatio ,1
1311,amid efforts to set up a new government in afghanistan a delegation of the taliban led by anas haqqani met former ,1
1312,the afghanistan embassy in tajikistan has demanded interpol police to arrest former afghanistan president ,1
1313,"the frightening taliban era is back watch this report 
afghanistan taliban itvideo chaiti ",1
1314,one of the first women governors in afghanistan salimamazari who took up arms to fight the taliban has reporte ,1
1315,"women fear for life under taliban rule 
itvideo afghanistan chaiti ",1
1316,"missed the prime time on friday we have got you covered

fear of taliban or fear of sharia is sonia gandhi the b ",1
1317,who are the leaders of the taliban and what do we know about them find out more about the militants who are now i ,1
1318,"exafghan president ashrafghanis brother pledges support to taliban says report
afghanistan news live updates ",1
1319,"for many afghans the talibans promises of moderation and more rights for women hold no weight afghanistan
",1
1320,"us president joebiden is pledging to americans still trapped in afghanistan we will get you home
",1
1321,"breaking
pakistan foreign minister likely to visit kabul tomorrow 
chaiti

itvideo afghanistan ",1
1322,"exclusive
gunfire reverberates through kabulairport 
itvideo afghanistan taliban ",1
1323,"will taliban  be different for women  
chaiti 
itvideo afghanistan ",1
1324,the taliban operate separate websites in pashto dari arabic urdu and english all  appeared to be unreachable ,1
1325,until now the taliban have said nothing of their plans to replace the afghan national defense and security forces ,1
1326,"indonesia moves afghan diplomatic mission to pakistan
afghanistan news live updates   ",1
1327,"antitaliban fighters reportedly killed some fighters and liberated  districts from taliban control afghanistan
",1
1328,afghan activist crystal bayat said that the taliban have not changed and are same as the narrowmind taliban of t ,1
1329,the vaticans newspaper is calling on the international community to welcome afghan civilians fleeing the taliban ,1
1330,squadron leader rajesh kumar retired recounted the time when he and a few other officers flew to afghanistan and ,1
1331,crystal bayat said that they want to show the taliban that the people of afghanistan have changed and so should t ,1
1332,"will taliban  be different from previous taliban rule
listen in 
newstrack with rahulkanwal 
itvertical ",1
1333,an indian air force iaf veteran recalled a similar situation when he was sent for evacuation to afghanistan in  ,1
1334,"afghans in delhi seek asylum amid deteriorating situation in kabul
video 

",1
1335,"prime minister boris johnson said on friday britain would work with the taliban if necessary
afghanistan 

",1
1336,as of now the taliban government cannot access almost all of the afghanistan central banks usd  billion in reser ,1
1337,how taliban  is most likely to interpret sharia law drsyquraishi former chief election commissioner of india ,1
1338, evacuated in largest most difficult airlifts in history us president biden on kabul evacuation ,1
1339,crystal bayat said that they want to show the taliban that the people of afghanistan have changed and so should t ,1
1340,all eyes are on kabul airport as it has become the last port of exit for thousands of people desperate to get out o ,1
1341,a minutesecond video is viral on social media with the claim that the afghanistan forces were engaged in a c ,1
1342,"women of afghanistan will not keep silent afghan activist crystal bayat
video 

",1
1343,"afghan pop star flees on us plane to escape taliban rule
video afghanistan 

",1
1344,a picture is going viral on social media where a suspected taliban fighter with an indian connection was spotted w ,1
1345,"talibans weapon jackpot
us made weapons seized by taliban 
heres a look at talibans arms and ammunitions  the ",1
1346,"indiatodayexclusive  women lead resistance in kabul
watch this exclusive conversation with afghan activist cryst ",1
1347,taliban spokesman suhail shaheen said the international community should respect the will of the afghan people an ,1
1348,"afghan pop star flees kabul
 aryana sayeed is now in turkey with her husband
watch live  afghanistan taliban ",1
1349,"talibans sharia what does it mean for afghan women
watch live  afghanistan taliban
indiafirst  ",1
1350,"women in fear in afghanistan
indiafirst  gauravcsawant 
watch live now ",1
1351,"breakingnews   districts of afghanistan baghlan province liberated
watch live  afghanistan taliban ",1
1352,"taliban  any different for afghan women
watch indiafirst with gauravcsawant itlivestream ",1
1353,"defining images from kabul afghanistan will opposition unite
watch this and more on ivelive with nabilajamal ",1
1354,"afghans in india fear for their relatives afghans plead for asylum outside embassies
watch live  afghanistan ",1
1355,thousands reach kabul airport to escape taliban rule naweed sultani reports from kabul airport ,1
1356,"chaos across afghanistan
newstoday  sardesairajdeep
watch live now ",1
1357,an indian air force iaf veteran recalled a similar situation when he was sent for evacuation to afghanistan in  ,1
1358,aryana sayeed was among the few afghan women who managed to fly out of the country on us flight from kabul ,1
1359,"a german civilian was shot on his way to kabul airport but is not in a lifethreatening condition
afghanistan ",1
1360,as citizens become desperate to escape taliban rule scenes outside the kabul airport have become increasingly ch ,1
1361,"like his father ahmad massoud is now standing up for the afghan people
taliban afghanistan abhishekbhalla

",1
1362,vicepresident of afghanistan amrullah saleh from the panjshir valley is hoping to form a resistance front against ,1
1363,"fear and panic at kabul airport
groundreport  sea of men women and children at kabul airport all this to esca ",1
1364,"indiatodayexclusive
afghan activist stand up to taliban in exclusive conversation with crystal bayat
watch live ",1
1365,"afghan pop star flees kabul as taliban take over the capital city aryana escaped on a us cargo plane
watch live ",1
1366,"new taliban but same old oppression fear of taliban or fear of sharia
zeenat shaukat ali founder of wisdom fou ",1
1367,how taliban  will be different from previous taliban rule drsyquraishi former chief election commissioner of ,1
1368,"how taliban  will be different for women of afghanistan 
newstrack  rahulkanwal 

watch live now ",1
1369,"taliban no democracy only sharia law
what is talibans interpretation of sharia law
watch live  afghanistan ",1
1370,"will afghan women lose their freedom watch newstrack live 

rahulkanwal",1
1371,will afghan women lose their freedom watch newstrack with rahulkanwal  itlivestream ,1
1372,"many indians stranded in afghanistan have appealed for government help to evacuate them immediately

",1
1373,a fanatic team of the taliban locally known as the red squad has launched a manhunt for former government offi ,1
1374,from sonia gandhis opposition unity meet to indians in afghanistan seeking for help we bring you top stories of t ,1
1375,if taliban continues to strengthen itself it will certainly be a threat to the world exafghan minister masoud an ,1
1376,afghan pop star aryana sayeed exclusive with geetamohan  itlivestream ,1
1377,is there any roadmap for an indigenious antitaliban military action led by afghans listen in to what the afghan e ,1
1378,a sense of relief and gratitude was palpable among the evacuees from afghanistan as they landed at ghaziabads hind ,1
1379,taliban wants to get rid of me they are against women says afghan air force expilot niloofar rahmani nabilajama ,1
1380,i wanted to be a voice for the women of afghanistan niloofar rahmani expilot afghan air force speaks out  ,1
1381,what taliban does is horrible they cannot be trusted niloofar rahmani expilot afghan air force talks about be ,1
1382,talibans war on afghan women watch niloofar rahmani exclusive itlivestream ,1
1383,does tajikistan believe that it was americas hasty reaction that led to the chaotic takeover of afghanistan by ta ,1
1384,i believe that the war in afghanistan isnt the war between the afghans says afghan envoy to tajikistan mohamma ,1
1385,an afghan woman gave birth to a girl on a us air force aircraft minutes after it touched down at the ramstein air b ,1
1386,"afghan envoy to tajikistan mohammad zahir aghbar exclusive 
itvideo nabilajamal ",1
1387,anatomy of afghan armys surrender battlecry itlivestream ,1
1388,"sanghamitra dafadar a nurse from kolkata is stuck in kabul 
india todays premarajaram spoke to her parents as ",1
